departement,section_naf,section_libelle,code_idcc,nb_entreprises
01,A,"Agriculture, sylviculture et pêche",7024,620
01,A,"Agriculture, sylviculture et pêche",9011,112
01,A,"Agriculture, sylviculture et pêche",7025,43
01,A,"Agriculture, sylviculture et pêche",9999,30
01,A,"Agriculture, sylviculture et pêche",7026,29
01,A,"Agriculture, sylviculture et pêche",8822,8
01,B,Industries extractives,3249,5
01,C,Industrie manufacturière,3248,529
01,C,Industrie manufacturière,0843,209
01,C,Industrie manufacturière,0292,206
01,C,Industrie manufacturière,9999,105
01,C,Industrie manufacturière,0184,39
01,C,Industrie manufacturière,0158,33
01,C,Industrie manufacturière,0044,28
01,C,Industrie manufacturière,1411,28
01,C,Industrie manufacturière,1267,24
01,C,Industrie manufacturière,1412,21
01,C,Industrie manufacturière,0993,21
01,C,Industrie manufacturière,3109,19
01,C,Industrie manufacturière,0018,19
01,C,Industrie manufacturière,1596,19
01,C,Industrie manufacturière,0804,17
01,C,Industrie manufacturière,1404,17
01,C,Industrie manufacturière,0914,16
01,C,Industrie manufacturière,2609,16
01,C,Industrie manufacturière,2420,15
01,C,Industrie manufacturière,0953,15
01,C,Industrie manufacturière,0573,13
01,C,Industrie manufacturière,3249,12
01,C,Industrie manufacturière,8822,11
01,C,Industrie manufacturière,1534,10
01,C,Industrie manufacturière,1597,9
01,C,Industrie manufacturière,1513,9
01,C,Industrie manufacturière,1286,9
01,C,Industrie manufacturière,1930,8
01,C,Industrie manufacturière,0489,8
01,C,Industrie manufacturière,0650,8
01,C,Industrie manufacturière,1396,7
01,C,Industrie manufacturière,1486,7
01,C,Industrie manufacturière,7024,7
01,C,Industrie manufacturière,3238,6
01,C,Industrie manufacturière,1090,6
01,C,Industrie manufacturière,3251,6
01,C,Industrie manufacturière,7004,6
01,C,Industrie manufacturière,3222,6
01,C,Industrie manufacturière,0045,5
01,C,Industrie manufacturière,3255,5
01,C,Industrie manufacturière,1938,5
01,D,"Production et distribution d'électricité, de gaz, de vapeur",9999,6
01,E,"Production et distribution d'eau ; assainissement, déchets",0637,18
01,E,"Production et distribution d'eau ; assainissement, déchets",2149,11
01,E,"Production et distribution d'eau ; assainissement, déchets",2272,10
01,E,"Production et distribution d'eau ; assainissement, déchets",5021,8
01,F,Construction,1596,1428
01,F,Construction,2609,857
01,F,Construction,2420,695
01,F,Construction,9999,174
01,F,Construction,1597,147
01,F,Construction,1702,107
01,F,Construction,2614,81
01,F,Construction,3212,62
01,F,Construction,3248,44
01,F,Construction,1512,19
01,F,Construction,0804,10
01,F,Construction,1412,9
01,F,Construction,0998,7
01,F,Construction,9998,7
01,F,Construction,1527,5
01,F,Construction,1049,5
01,F,Construction,1404,5
01,F,Construction,1486,5
01,G,Commerce ; réparation d'automobiles et de motocycles,1090,643
01,G,Commerce ; réparation d'automobiles et de motocycles,0573,275
01,G,Commerce ; réparation d'automobiles et de motocycles,9999,258
01,G,Commerce ; réparation d'automobiles et de motocycles,1996,152
01,G,Commerce ; réparation d'automobiles et de motocycles,1505,131
01,G,Commerce ; réparation d'automobiles et de motocycles,1517,128
01,G,Commerce ; réparation d'automobiles et de motocycles,2216,116
01,G,Commerce ; réparation d'automobiles et de motocycles,1483,100
01,G,Commerce ; réparation d'automobiles et de motocycles,3237,95
01,G,Commerce ; réparation d'automobiles et de motocycles,1431,83
01,G,Commerce ; réparation d'automobiles et de motocycles,3254,77
01,G,Commerce ; réparation d'automobiles et de motocycles,1880,67
01,G,Commerce ; réparation d'automobiles et de motocycles,1539,58
01,G,Commerce ; réparation d'automobiles et de motocycles,1978,54
01,G,Commerce ; réparation d'automobiles et de motocycles,1557,49
01,G,Commerce ; réparation d'automobiles et de motocycles,0043,47
01,G,Commerce ; réparation d'automobiles et de motocycles,3248,44
01,G,Commerce ; réparation d'automobiles et de motocycles,3216,41
01,G,Commerce ; réparation d'automobiles et de motocycles,1404,35
01,G,Commerce ; réparation d'automobiles et de motocycles,2198,34
01,G,Commerce ; réparation d'automobiles et de motocycles,1686,30
01,G,Commerce ; réparation d'automobiles et de motocycles,0804,28
01,G,Commerce ; réparation d'automobiles et de motocycles,1982,26
01,G,Commerce ; réparation d'automobiles et de motocycles,1487,23
01,G,Commerce ; réparation d'automobiles et de motocycles,7024,21
01,G,Commerce ; réparation d'automobiles et de motocycles,0992,19
01,G,Commerce ; réparation d'automobiles et de motocycles,1606,19
01,G,Commerce ; réparation d'automobiles et de motocycles,3243,18
01,G,Commerce ; réparation d'automobiles et de motocycles,3013,15
01,G,Commerce ; réparation d'automobiles et de motocycles,0493,15
01,G,Commerce ; réparation d'automobiles et de motocycles,0292,15
01,G,Commerce ; réparation d'automobiles et de motocycles,1408,12
01,G,Commerce ; réparation d'automobiles et de motocycles,0733,10
01,G,Commerce ; réparation d'automobiles et de motocycles,1979,9
01,G,Commerce ; réparation d'automobiles et de motocycles,1077,9
01,G,Commerce ; réparation d'automobiles et de motocycles,0044,9
01,G,Commerce ; réparation d'automobiles et de motocycles,1596,9
01,G,Commerce ; réparation d'automobiles et de motocycles,1383,8
01,G,Commerce ; réparation d'automobiles et de motocycles,1486,8
01,G,Commerce ; réparation d'automobiles et de motocycles,7002,8
01,G,Commerce ; réparation d'automobiles et de motocycles,1760,7
01,G,Commerce ; réparation d'automobiles et de motocycles,0158,7
01,G,Commerce ; réparation d'automobiles et de motocycles,1504,7
01,G,Commerce ; réparation d'automobiles et de motocycles,1536,7
01,G,Commerce ; réparation d'automobiles et de motocycles,0500,6
01,G,Commerce ; réparation d'automobiles et de motocycles,2609,6
01,G,Commerce ; réparation d'automobiles et de motocycles,2420,6
01,G,Commerce ; réparation d'automobiles et de motocycles,9011,5
01,G,Commerce ; réparation d'automobiles et de motocycles,2156,5
01,G,Commerce ; réparation d'automobiles et de motocycles,1555,5
01,H,Transports et entreposage,0016,257
01,H,Transports et entreposage,2219,79
01,H,Transports et entreposage,9999,38
01,I,Hébergement et restauration,1979,809
01,I,Hébergement et restauration,1501,315
01,I,Hébergement et restauration,9999,100
01,I,Hébergement et restauration,1266,30
01,I,Hébergement et restauration,1631,26
01,I,Hébergement et restauration,1316,7
01,I,Hébergement et restauration,1527,6
01,I,Hébergement et restauration,9998,5
01,J,Information et communication,1486,131
01,J,Information et communication,9999,15
01,J,Information et communication,2098,7
01,J,Information et communication,2642,6
01,J,Information et communication,1307,5
01,J,Information et communication,2148,5
01,J,Information et communication,1480,5
01,K,Activités financières et d'assurance,9999,166
01,K,Activités financières et d'assurance,2335,54
01,K,Activités financières et d'assurance,1147,54
01,K,Activités financières et d'assurance,0478,44
01,K,Activités financières et d'assurance,1486,41
01,K,Activités financières et d'assurance,3248,36
01,K,Activités financières et d'assurance,2247,34
01,K,Activités financières et d'assurance,1619,24
01,K,Activités financières et d'assurance,2098,19
01,K,Activités financières et d'assurance,0292,16
01,K,Activités financières et d'assurance,2609,13
01,K,Activités financières et d'assurance,1527,12
01,K,Activités financières et d'assurance,2420,11
01,K,Activités financières et d'assurance,0573,6
01,K,Activités financières et d'assurance,0016,6
01,K,Activités financières et d'assurance,1090,6
01,K,Activités financières et d'assurance,2931,6
01,K,Activités financières et d'assurance,3043,5
01,L,Activités immobilières,1527,191
01,L,Activités immobilières,9999,43
01,L,Activités immobilières,1043,11
01,M,"Activités spécialisées, scientifiques et techniques",1486,424
01,M,"Activités spécialisées, scientifiques et techniques",9999,248
01,M,"Activités spécialisées, scientifiques et techniques",0787,88
01,M,"Activités spécialisées, scientifiques et techniques",1090,63
01,M,"Activités spécialisées, scientifiques et techniques",2205,56
01,M,"Activités spécialisées, scientifiques et techniques",2332,52
01,M,"Activités spécialisées, scientifiques et techniques",2098,45
01,M,"Activités spécialisées, scientifiques et techniques",3248,43
01,M,"Activités spécialisées, scientifiques et techniques",1875,40
01,M,"Activités spécialisées, scientifiques et techniques",3253,36
01,M,"Activités spécialisées, scientifiques et techniques",0086,27
01,M,"Activités spécialisées, scientifiques et techniques",0292,21
01,M,"Activités spécialisées, scientifiques et techniques",2609,18
01,M,"Activités spécialisées, scientifiques et techniques",2420,16
01,M,"Activités spécialisées, scientifiques et techniques",3250,14
01,M,"Activités spécialisées, scientifiques et techniques",2543,12
01,M,"Activités spécialisées, scientifiques et techniques",0573,10
01,M,"Activités spécialisées, scientifiques et techniques",1527,9
01,M,"Activités spécialisées, scientifiques et techniques",9998,8
01,M,"Activités spécialisées, scientifiques et techniques",3213,6
01,M,"Activités spécialisées, scientifiques et techniques",1596,6
01,M,"Activités spécialisées, scientifiques et techniques",1000,6
01,M,"Activités spécialisées, scientifiques et techniques",1501,5
01,M,"Activités spécialisées, scientifiques et techniques",0016,5
01,M,"Activités spécialisées, scientifiques et techniques",0478,5
01,M,"Activités spécialisées, scientifiques et techniques",3168,5
01,M,"Activités spécialisées, scientifiques et techniques",3212,5
01,N,Activités de services administratifs et de soutien,7018,239
01,N,Activités de services administratifs et de soutien,3043,128
01,N,Activités de services administratifs et de soutien,9999,76
01,N,Activités de services administratifs et de soutien,1043,69
01,N,Activités de services administratifs et de soutien,2098,50
01,N,Activités de services administratifs et de soutien,2378,30
01,N,Activités de services administratifs et de soutien,1413,28
01,N,Activités de services administratifs et de soutien,1351,26
01,N,Activités de services administratifs et de soutien,1486,23
01,N,Activités de services administratifs et de soutien,7024,21
01,N,Activités de services administratifs et de soutien,1147,19
01,N,Activités de services administratifs et de soutien,3127,17
01,N,Activités de services administratifs et de soutien,0292,13
01,N,Activités de services administratifs et de soutien,1619,13
01,N,Activités de services administratifs et de soutien,2420,11
01,N,Activités de services administratifs et de soutien,1909,11
01,N,Activités de services administratifs et de soutien,2609,11
01,N,Activités de services administratifs et de soutien,1090,10
01,N,Activités de services administratifs et de soutien,1404,8
01,N,Activités de services administratifs et de soutien,1596,7
01,N,Activités de services administratifs et de soutien,3248,6
01,N,Activités de services administratifs et de soutien,0478,5
01,N,Activités de services administratifs et de soutien,1605,5
01,N,Activités de services administratifs et de soutien,3237,5
01,O,Administration publique,5021,430
01,O,Administration publique,9999,19
01,P,Enseignement,9999,102
01,P,Enseignement,1090,61
01,P,Enseignement,1516,59
01,P,Enseignement,3218,37
01,P,Enseignement,1518,35
01,P,Enseignement,5024,24
01,P,Enseignement,2511,23
01,P,Enseignement,7026,22
01,P,Enseignement,2691,14
01,P,Enseignement,7508,6
01,Q,Santé humaine et action sociale,1619,156
01,Q,Santé humaine et action sociale,1147,145
01,Q,Santé humaine et action sociale,9999,89
01,Q,Santé humaine et action sociale,3127,71
01,Q,Santé humaine et action sociale,2941,37
01,Q,Santé humaine et action sociale,0016,32
01,Q,Santé humaine et action sociale,2264,25
01,Q,Santé humaine et action sociale,5022,21
01,Q,Santé humaine et action sociale,1518,16
01,Q,Santé humaine et action sociale,1261,13
01,Q,Santé humaine et action sociale,0029,13
01,Q,Santé humaine et action sociale,5021,11
01,Q,Santé humaine et action sociale,0413,9
01,R,"Arts, spectacles et activités récréatives",2511,364
01,R,"Arts, spectacles et activités récréatives",9999,64
01,R,"Arts, spectacles et activités récréatives",3090,54
01,R,"Arts, spectacles et activités récréatives",1285,46
01,R,"Arts, spectacles et activités récréatives",1518,43
01,R,"Arts, spectacles et activités récréatives",1790,36
01,R,"Arts, spectacles et activités récréatives",7026,33
01,R,"Arts, spectacles et activités récréatives",2021,10
01,S,Autres activités de services,2596,333
01,S,Autres activités de services,9999,160
01,S,Autres activités de services,3032,114
01,S,Autres activités de services,1518,52
01,S,Autres activités de services,0759,22
01,S,Autres activités de services,1261,22
01,S,Autres activités de services,2002,18
01,S,Autres activités de services,1686,16
01,S,Autres activités de services,1978,13
01,S,Autres activités de services,2511,10
01,S,Autres activités de services,3127,8
01,S,Autres activités de services,3248,7
01,S,Autres activités de services,0413,6
01,S,Autres activités de services,2098,6
01,S,Autres activités de services,1147,5
02,A,"Agriculture, sylviculture et pêche",7024,1294
02,A,"Agriculture, sylviculture et pêche",9021,148
02,A,"Agriculture, sylviculture et pêche",7025,116
02,A,"Agriculture, sylviculture et pêche",8216,81
02,A,"Agriculture, sylviculture et pêche",9022,29
02,A,"Agriculture, sylviculture et pêche",9999,29
02,A,"Agriculture, sylviculture et pêche",7026,9
02,A,"Agriculture, sylviculture et pêche",0158,6
02,C,Industrie manufacturière,3248,212
02,C,Industrie manufacturière,0843,172
02,C,Industrie manufacturière,9999,68
02,C,Industrie manufacturière,0292,22
02,C,Industrie manufacturière,0158,20
02,C,Industrie manufacturière,1412,19
02,C,Industrie manufacturière,0018,18
02,C,Industrie manufacturière,1404,16
02,C,Industrie manufacturière,0184,14
02,C,Industrie manufacturière,1596,11
02,C,Industrie manufacturière,0993,9
02,C,Industrie manufacturière,1411,9
02,C,Industrie manufacturière,0044,8
02,C,Industrie manufacturière,2420,8
02,C,Industrie manufacturière,2542,8
02,C,Industrie manufacturière,3109,8
02,C,Industrie manufacturière,3249,8
02,C,Industrie manufacturière,1396,7
02,C,Industrie manufacturière,2609,6
02,C,Industrie manufacturière,0112,6
02,C,Industrie manufacturière,0804,5
02,C,Industrie manufacturière,1090,5
02,C,Industrie manufacturière,0953,5
02,C,Industrie manufacturière,1513,5
02,C,Industrie manufacturière,3238,5
02,C,Industrie manufacturière,0045,5
02,D,"Production et distribution d'électricité, de gaz, de vapeur",9999,6
02,E,"Production et distribution d'eau ; assainissement, déchets",5021,20
02,E,"Production et distribution d'eau ; assainissement, déchets",9999,16
02,E,"Production et distribution d'eau ; assainissement, déchets",0637,9
02,E,"Production et distribution d'eau ; assainissement, déchets",2149,7
02,E,"Production et distribution d'eau ; assainissement, déchets",7024,5
02,F,Construction,1596,838
02,F,Construction,2609,450
02,F,Construction,2420,303
02,F,Construction,1597,110
02,F,Construction,9999,66
02,F,Construction,1702,50
02,F,Construction,2614,36
02,F,Construction,3212,25
02,F,Construction,3248,16
02,F,Construction,0804,7
02,F,Construction,1412,5
02,G,Commerce ; réparation d'automobiles et de motocycles,1090,367
02,G,Commerce ; réparation d'automobiles et de motocycles,1996,162
02,G,Commerce ; réparation d'automobiles et de motocycles,9999,135
02,G,Commerce ; réparation d'automobiles et de motocycles,1505,133
02,G,Commerce ; réparation d'automobiles et de motocycles,1517,102
02,G,Commerce ; réparation d'automobiles et de motocycles,0573,87
02,G,Commerce ; réparation d'automobiles et de motocycles,2216,69
02,G,Commerce ; réparation d'automobiles et de motocycles,1483,65
02,G,Commerce ; réparation d'automobiles et de motocycles,1431,59
02,G,Commerce ; réparation d'automobiles et de motocycles,1978,40
02,G,Commerce ; réparation d'automobiles et de motocycles,3237,40
02,G,Commerce ; réparation d'automobiles et de motocycles,3254,37
02,G,Commerce ; réparation d'automobiles et de motocycles,1539,32
02,G,Commerce ; réparation d'automobiles et de motocycles,1404,26
02,G,Commerce ; réparation d'automobiles et de motocycles,1880,25
02,G,Commerce ; réparation d'automobiles et de motocycles,3216,22
02,G,Commerce ; réparation d'automobiles et de motocycles,3248,20
02,G,Commerce ; réparation d'automobiles et de motocycles,2198,17
02,G,Commerce ; réparation d'automobiles et de motocycles,1557,16
02,G,Commerce ; réparation d'automobiles et de motocycles,1487,15
02,G,Commerce ; réparation d'automobiles et de motocycles,1408,14
02,G,Commerce ; réparation d'automobiles et de motocycles,0043,14
02,G,Commerce ; réparation d'automobiles et de motocycles,0992,13
02,G,Commerce ; réparation d'automobiles et de motocycles,1686,13
02,G,Commerce ; réparation d'automobiles et de motocycles,1982,12
02,G,Commerce ; réparation d'automobiles et de motocycles,1979,12
02,G,Commerce ; réparation d'automobiles et de motocycles,1077,11
02,G,Commerce ; réparation d'automobiles et de motocycles,1286,9
02,G,Commerce ; réparation d'automobiles et de motocycles,1606,8
02,G,Commerce ; réparation d'automobiles et de motocycles,0804,8
02,G,Commerce ; réparation d'automobiles et de motocycles,0953,7
02,G,Commerce ; réparation d'automobiles et de motocycles,1760,7
02,G,Commerce ; réparation d'automobiles et de motocycles,7024,7
02,G,Commerce ; réparation d'automobiles et de motocycles,0733,6
02,G,Commerce ; réparation d'automobiles et de motocycles,0675,6
02,G,Commerce ; réparation d'automobiles et de motocycles,3013,5
02,G,Commerce ; réparation d'automobiles et de motocycles,0493,5
02,H,Transports et entreposage,0016,222
02,H,Transports et entreposage,2219,23
02,H,Transports et entreposage,9999,20
02,H,Transports et entreposage,5021,10
02,I,Hébergement et restauration,1979,453
02,I,Hébergement et restauration,1501,250
02,I,Hébergement et restauration,9999,39
02,I,Hébergement et restauration,1527,12
02,I,Hébergement et restauration,1631,10
02,I,Hébergement et restauration,0953,9
02,J,Information et communication,1486,42
02,J,Information et communication,9999,10
02,J,Information et communication,2642,7
02,J,Information et communication,1480,6
02,K,Activités financières et d'assurance,2335,59
02,K,Activités financières et d'assurance,9999,45
02,K,Activités financières et d'assurance,1147,30
02,K,Activités financières et d'assurance,0478,20
02,K,Activités financières et d'assurance,1619,18
02,K,Activités financières et d'assurance,1486,13
02,K,Activités financières et d'assurance,2247,13
02,K,Activités financières et d'assurance,2098,9
02,K,Activités financières et d'assurance,3248,8
02,L,Activités immobilières,1527,117
02,L,Activités immobilières,1043,26
02,L,Activités immobilières,9999,24
02,M,"Activités spécialisées, scientifiques et techniques",1486,161
02,M,"Activités spécialisées, scientifiques et techniques",9999,79
02,M,"Activités spécialisées, scientifiques et techniques",0787,57
02,M,"Activités spécialisées, scientifiques et techniques",2205,53
02,M,"Activités spécialisées, scientifiques et techniques",1090,37
02,M,"Activités spécialisées, scientifiques et techniques",1875,26
02,M,"Activités spécialisées, scientifiques et techniques",2332,25
02,M,"Activités spécialisées, scientifiques et techniques",2098,25
02,M,"Activités spécialisées, scientifiques et techniques",3253,21
02,M,"Activités spécialisées, scientifiques et techniques",1000,12
02,M,"Activités spécialisées, scientifiques et techniques",3250,11
02,M,"Activités spécialisées, scientifiques et techniques",0086,8
02,M,"Activités spécialisées, scientifiques et techniques",0016,8
02,M,"Activités spécialisées, scientifiques et techniques",9998,7
02,M,"Activités spécialisées, scientifiques et techniques",2609,6
02,M,"Activités spécialisées, scientifiques et techniques",2420,6
02,M,"Activités spécialisées, scientifiques et techniques",3248,6
02,N,Activités de services administratifs et de soutien,7024,121
02,N,Activités de services administratifs et de soutien,7018,118
02,N,Activités de services administratifs et de soutien,9999,46
02,N,Activités de services administratifs et de soutien,3043,37
02,N,Activités de services administratifs et de soutien,1043,29
02,N,Activités de services administratifs et de soutien,1147,24
02,N,Activités de services administratifs et de soutien,2098,21
02,N,Activités de services administratifs et de soutien,1351,17
02,N,Activités de services administratifs et de soutien,1619,11
02,N,Activités de services administratifs et de soutien,1605,8
02,N,Activités de services administratifs et de soutien,1404,8
02,N,Activités de services administratifs et de soutien,2378,7
02,N,Activités de services administratifs et de soutien,1413,7
02,N,Activités de services administratifs et de soutien,9021,7
02,N,Activités de services administratifs et de soutien,1516,7
02,N,Activités de services administratifs et de soutien,3127,6
02,N,Activités de services administratifs et de soutien,3237,6
02,N,Activités de services administratifs et de soutien,0016,5
02,N,Activités de services administratifs et de soutien,1486,5
02,N,Activités de services administratifs et de soutien,2609,5
02,O,Administration publique,5021,621
02,O,Administration publique,9999,293
02,O,Administration publique,5003,5
02,P,Enseignement,9999,102
02,P,Enseignement,1090,42
02,P,Enseignement,1516,30
02,P,Enseignement,3218,22
02,P,Enseignement,1518,14
02,P,Enseignement,5024,7
02,P,Enseignement,7026,6
02,P,Enseignement,2691,5
02,Q,Santé humaine et action sociale,1147,181
02,Q,Santé humaine et action sociale,1619,93
02,Q,Santé humaine et action sociale,9999,78
02,Q,Santé humaine et action sociale,3127,55
02,Q,Santé humaine et action sociale,0016,39
02,Q,Santé humaine et action sociale,5022,32
02,Q,Santé humaine et action sociale,2941,27
02,Q,Santé humaine et action sociale,0413,15
02,Q,Santé humaine et action sociale,2264,14
02,Q,Santé humaine et action sociale,5021,9
02,Q,Santé humaine et action sociale,0029,9
02,Q,Santé humaine et action sociale,1261,9
02,Q,Santé humaine et action sociale,3016,7
02,R,"Arts, spectacles et activités récréatives",2511,151
02,R,"Arts, spectacles et activités récréatives",9999,34
02,R,"Arts, spectacles et activités récréatives",1790,34
02,R,"Arts, spectacles et activités récréatives",1285,32
02,R,"Arts, spectacles et activités récréatives",3090,21
02,R,"Arts, spectacles et activités récréatives",1518,16
02,R,"Arts, spectacles et activités récréatives",7026,12
02,R,"Arts, spectacles et activités récréatives",3252,7
02,R,"Arts, spectacles et activités récréatives",1979,7
02,S,Autres activités de services,2596,197
02,S,Autres activités de services,9999,100
02,S,Autres activités de services,3032,44
02,S,Autres activités de services,1518,36
02,S,Autres activités de services,0759,20
02,S,Autres activités de services,2002,12
02,S,Autres activités de services,3203,10
02,S,Autres activités de services,1261,9
02,S,Autres activités de services,2511,7
02,S,Autres activités de services,3127,6
02,S,Autres activités de services,1978,6
02,S,Autres activités de services,3248,5
02,S,Autres activités de services,3016,5
03,A,"Agriculture, sylviculture et pêche",7024,580
03,A,"Agriculture, sylviculture et pêche",9032,40
03,A,"Agriculture, sylviculture et pêche",7025,37
03,A,"Agriculture, sylviculture et pêche",9031,30
03,A,"Agriculture, sylviculture et pêche",9999,26
03,A,"Agriculture, sylviculture et pêche",7026,13
03,A,"Agriculture, sylviculture et pêche",8831,10
03,C,Industrie manufacturière,3248,143
03,C,Industrie manufacturière,0843,121
03,C,Industrie manufacturière,9999,58
03,C,Industrie manufacturière,1267,18
03,C,Industrie manufacturière,0993,16
03,C,Industrie manufacturière,0184,15
03,C,Industrie manufacturière,0044,14
03,C,Industrie manufacturière,0292,13
03,C,Industrie manufacturière,1411,12
03,C,Industrie manufacturière,0158,12
03,C,Industrie manufacturière,0953,11
03,C,Industrie manufacturière,1404,11
03,C,Industrie manufacturière,8831,10
03,C,Industrie manufacturière,1596,9
03,C,Industrie manufacturière,2609,9
03,C,Industrie manufacturière,1412,8
03,C,Industrie manufacturière,2528,8
03,C,Industrie manufacturière,3109,8
03,C,Industrie manufacturière,0804,7
03,C,Industrie manufacturière,0573,7
03,C,Industrie manufacturière,1930,6
03,C,Industrie manufacturière,2420,6
03,C,Industrie manufacturière,1090,6
03,C,Industrie manufacturière,1513,6
03,C,Industrie manufacturière,1396,5
03,C,Industrie manufacturière,1534,5
03,C,Industrie manufacturière,1597,5
03,D,"Production et distribution d'électricité, de gaz, de vapeur",9999,12
03,E,"Production et distribution d'eau ; assainissement, déchets",5021,10
03,E,"Production et distribution d'eau ; assainissement, déchets",9999,9
03,E,"Production et distribution d'eau ; assainissement, déchets",2149,9
03,E,"Production et distribution d'eau ; assainissement, déchets",2147,6
03,F,Construction,1596,642
03,F,Construction,2609,392
03,F,Construction,2420,251
03,F,Construction,1597,79
03,F,Construction,9999,59
03,F,Construction,1702,49
03,F,Construction,2614,31
03,F,Construction,3212,23
03,F,Construction,0804,16
03,F,Construction,3248,8
03,F,Construction,1512,6
03,G,Commerce ; réparation d'automobiles et de motocycles,1090,316
03,G,Commerce ; réparation d'automobiles et de motocycles,9999,126
03,G,Commerce ; réparation d'automobiles et de motocycles,1996,114
03,G,Commerce ; réparation d'automobiles et de motocycles,1517,91
03,G,Commerce ; réparation d'automobiles et de motocycles,1505,84
03,G,Commerce ; réparation d'automobiles et de motocycles,0573,69
03,G,Commerce ; réparation d'automobiles et de motocycles,1483,66
03,G,Commerce ; réparation d'automobiles et de motocycles,2216,49
03,G,Commerce ; réparation d'automobiles et de motocycles,3237,45
03,G,Commerce ; réparation d'automobiles et de motocycles,1431,44
03,G,Commerce ; réparation d'automobiles et de motocycles,1539,41
03,G,Commerce ; réparation d'automobiles et de motocycles,1404,36
03,G,Commerce ; réparation d'automobiles et de motocycles,1880,35
03,G,Commerce ; réparation d'automobiles et de motocycles,3254,31
03,G,Commerce ; réparation d'automobiles et de motocycles,1978,27
03,G,Commerce ; réparation d'automobiles et de motocycles,1557,23
03,G,Commerce ; réparation d'automobiles et de motocycles,1686,21
03,G,Commerce ; réparation d'automobiles et de motocycles,1487,18
03,G,Commerce ; réparation d'automobiles et de motocycles,1982,15
03,G,Commerce ; réparation d'automobiles et de motocycles,0043,13
03,G,Commerce ; réparation d'automobiles et de motocycles,0804,12
03,G,Commerce ; réparation d'automobiles et de motocycles,0733,12
03,G,Commerce ; réparation d'automobiles et de motocycles,1077,11
03,G,Commerce ; réparation d'automobiles et de motocycles,3216,11
03,G,Commerce ; réparation d'automobiles et de motocycles,2198,10
03,G,Commerce ; réparation d'automobiles et de motocycles,3248,10
03,G,Commerce ; réparation d'automobiles et de motocycles,1606,10
03,G,Commerce ; réparation d'automobiles et de motocycles,1596,9
03,G,Commerce ; réparation d'automobiles et de motocycles,3243,8
03,G,Commerce ; réparation d'automobiles et de motocycles,7002,8
03,G,Commerce ; réparation d'automobiles et de motocycles,0992,7
03,G,Commerce ; réparation d'automobiles et de motocycles,1408,7
03,G,Commerce ; réparation d'automobiles et de motocycles,1760,7
03,G,Commerce ; réparation d'automobiles et de motocycles,3013,6
03,H,Transports et entreposage,0016,96
03,H,Transports et entreposage,2219,21
03,H,Transports et entreposage,9999,12
03,I,Hébergement et restauration,1979,470
03,I,Hébergement et restauration,1501,125
03,I,Hébergement et restauration,9999,38
03,I,Hébergement et restauration,1316,10
03,I,Hébergement et restauration,1631,10
03,I,Hébergement et restauration,1527,5
03,I,Hébergement et restauration,1266,5
03,J,Information et communication,1486,21
03,J,Information et communication,9999,7
03,J,Information et communication,2121,6
03,J,Information et communication,2642,6
03,J,Information et communication,1922,5
03,K,Activités financières et d'assurance,9999,74
03,K,Activités financières et d'assurance,2335,39
03,K,Activités financières et d'assurance,1147,31
03,K,Activités financières et d'assurance,1619,21
03,K,Activités financières et d'assurance,0478,19
03,K,Activités financières et d'assurance,2247,13
03,K,Activités financières et d'assurance,3248,12
03,K,Activités financières et d'assurance,2420,9
03,K,Activités financières et d'assurance,2098,9
03,K,Activités financières et d'assurance,2609,8
03,K,Activités financières et d'assurance,1090,6
03,K,Activités financières et d'assurance,1979,6
03,K,Activités financières et d'assurance,2931,6
03,K,Activités financières et d'assurance,1486,5
03,L,Activités immobilières,1527,81
03,L,Activités immobilières,9999,24
03,L,Activités immobilières,1043,10
03,M,"Activités spécialisées, scientifiques et techniques",1486,100
03,M,"Activités spécialisées, scientifiques et techniques",9999,85
03,M,"Activités spécialisées, scientifiques et techniques",0787,42
03,M,"Activités spécialisées, scientifiques et techniques",2205,36
03,M,"Activités spécialisées, scientifiques et techniques",1875,34
03,M,"Activités spécialisées, scientifiques et techniques",1090,29
03,M,"Activités spécialisées, scientifiques et techniques",3253,24
03,M,"Activités spécialisées, scientifiques et techniques",2332,21
03,M,"Activités spécialisées, scientifiques et techniques",1000,11
03,M,"Activités spécialisées, scientifiques et techniques",2098,8
03,M,"Activités spécialisées, scientifiques et techniques",3250,8
03,M,"Activités spécialisées, scientifiques et techniques",3168,6
03,M,"Activités spécialisées, scientifiques et techniques",3248,6
03,M,"Activités spécialisées, scientifiques et techniques",0086,6
03,M,"Activités spécialisées, scientifiques et techniques",2543,6
03,M,"Activités spécialisées, scientifiques et techniques",2420,5
03,M,"Activités spécialisées, scientifiques et techniques",1979,5
03,N,Activités de services administratifs et de soutien,1043,124
03,N,Activités de services administratifs et de soutien,7018,76
03,N,Activités de services administratifs et de soutien,9999,45
03,N,Activités de services administratifs et de soutien,7024,40
03,N,Activités de services administratifs et de soutien,3043,27
03,N,Activités de services administratifs et de soutien,2378,18
03,N,Activités de services administratifs et de soutien,1413,18
03,N,Activités de services administratifs et de soutien,2098,15
03,N,Activités de services administratifs et de soutien,1147,13
03,N,Activités de services administratifs et de soutien,1486,10
03,N,Activités de services administratifs et de soutien,1619,9
03,N,Activités de services administratifs et de soutien,1909,9
03,N,Activités de services administratifs et de soutien,2609,6
03,N,Activités de services administratifs et de soutien,3127,6
